"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"2627","434","First Nations","49.208055556","-121.718055556","2","1986","47.3166666666667","171.707513413461"
"2628","28","First Nations","48.666992187","-74.948974609","265","1986","48.8416666666667","265.029544062455"
"2629","35","First Nations","44.549444444","-65.623611111","297","1986","52.95","241.331909618376"
"2630","202","First Nations","48.800598145","-125.120666504","472","1986","47.3166666666667","172.814387189567"
"2631","353","First Nations","54.431396484","-124.247497559","156","1986","47.3166666666667","192.495364190201"
"2632","534","First Nations","50.68538061","-121.949795556","360","1986","47.3166666666667","179.979740894976"
"2633","488","First Nations","45.095224","-63.489859","232","1986","51.9166666666667","196.423594382084"
"2634","195","First Nations","49.367004395","-126.271972656","470","1986","47.3166666666667","163.996722467836"
"2635","339","First Nations","50.328055556","-122.676111111","192","1986","47.3166666666667","168.726711833772"
"2636","114","First Nations","51.017211914","-125.612182617","194","1986","47.3166666666667","201.127093851865"
"2637","392","First Nations","46.073242187","-72.821899414","211","1986","54.7583333333333","178.449751215808"
"2638","308","First Nations","47.863441","-55.755889","281","1986","57.9166666666667","168.248485815371"
"2639","294","First Nations","48.614013672","-123.520202637","293","1986","47.3166666666667","171.136929801303"
"2640","219","First Nations","52.291388889","-81.652222222","1","1986","48.8416666666667","171.755319957449"
"2641","23","First Nations","45.065777","-64.654284","260","1986","51.9166666666667","228.526995669622"
"2642","259","First Nations","49.185","-122.076944444","345","1986","47.3166666666667","167.566073716902"
"2643","12","First Nations","68.218200684","-135.006469727","361","1986","39.8833333333333","256.173766869707"
"2644","500","First Nations","53.261413574","-131.997070313","110","1986","47.3166666666667","169.995036401377"
"2645","208","First Nations","57.840026855","-129.985290527","493","1986","47.3166666666667","177.853896061596"
"2646","493","First Nations","51.322387695","-120.147888184","465","1986","47.3166666666667","168.37143699401"
"2647","332","First Nations","51.263888889","-80.596944444","371","1986","48.8416666666667","170.259769841538"
"2648","619","First Nations","52.106201172","-121.993896484","492","1986","47.3166666666667","164.205197925005"
"2649","524","First Nations","51.587219238","-122.204406738","482","1986","47.3166666666667","168.260693851549"
"2650","598","First Nations","49.693649133","-75.967010579","186","1986","48.8416666666667","172.541113268503"
"2651","306","First Nations","46.932222222","-65.858055556","454","1986","52.95","199.849705632514"
"2652","480","First Nations","50.289428711","-121.180480957","72","1986","47.3166666666667","184.514930092688"
"2653","174","First Nations","55.258787565","-128.05881555","519","1986","47.3166666666667","171.061132024327"
"2654","396","First Nations","50.448055556","-119.353055556","166","1986","47.3166666666667","179.48719396084"
"2655","187","First Nations","55.255","-127.603055556","502","1986","47.3166666666667","184.96768452373"
"2656","509","First Nations","49.152038574","-123.92956543","122","1986","47.3166666666667","177.74193835366"
"2657","565","First Nations","48.588989258","-123.386779785","527","1986","47.3166666666667","197.341155203465"
"2658","516","First Nations","49.156111111","-121.976111111","174","1986","47.3166666666667","185.557148057356"
"2659","529","First Nations","49.054351","-122.195349","294","1986","47.3166666666667","203.478859619373"
"2660","348","First Nations","49.225165","-123.19828","73","1986","47.3166666666667","268.546530433798"
"2661","588","First Nations","48.611944444","-79.983888889","295","1986","48.8416666666667","178.686158340621"
"2662","61","First Nations","49.869812012","-121.451293945","243","1986","47.3166666666667","224.37638877489"
"2663","244","First Nations","50.423888889","-125.158888889","189","1986","47.3166666666667","224.605652170833"
"2664","242","First Nations","49.173888889","-122.561944444","222","1986","47.3166666666667","232.255320068897"
"2665","134","First Nations","50.972595215","-126.17578125","412","1986","47.3166666666667","187.584875472369"
"2666","181","First Nations","54.553608","-94.494085","247","1986","48.9916666666667","224.488113416676"
"2667","411","First Nations","45.601494964","-61.738137054","422","1986","53.6166666666667","190.690042836803"
"2668","328","First Nations","50.216796875","-60.666687012","28","1986","53.6166666666667","173.058152402612"
"2669","376","First Nations","50.18939209","-121.058410645","194","1986","47.3166666666667","177.297116168106"
"2670","367","First Nations","50.265014648","-121.398986816","70","1986","47.3166666666667","271.590030246868"
"2671","203","First Nations","46.689166667","-64.791111111","145","1986","53.6166666666667","197.162046792717"
"2672","329","First Nations","48.559020996","-72.243896484","445","1986","54.7583333333333","278.13164954644"
"2673","296","First Nations","54.838964685","-94.062978315","526","1986","48.9916666666667","253.481543293499"
"2674","216","First Nations","50.111816406","-121.561584473","200","1986","47.3166666666667","167.281022341015"
"2675","175","First Nations","53.424194336","-129.25378418","486","1986","47.3166666666667","166.889846664541"
"2676","604","First Nations","54.987691","-85.44424","425","1986","48.9916666666667","183.206431153203"
"2677","343","First Nations","55.913055556","-61.127222222","538","1986","53.6166666666667","168.301715213647"
"2678","630","First Nations","49.562305403","-121.422702513","111","1986","47.3166666666667","239.287074616953"
"2679","555","First Nations","50.917602539","-127.914672852","455","1986","47.3166666666667","218.404659633682"
"2680","576","First Nations","48.939025879","-125.526000977","446","1986","47.3166666666667","167.819362704831"
"2681","155","First Nations","48.531111111","-82.016944444","190","1986","45.7","174.547355644102"
"2682","204","First Nations","50.229744618","-66.388732617","367","1986","53.6166666666667","200.577844189709"
"2683","59","First Nations","50.836242676","-121.376098633","539","1986","47.3166666666667","192.181373171901"
"2684","253","First Nations","54.238611111","-125.7625","219","1986","47.3166666666667","180.026631337605"
"2685","553","First Nations","52.020812988","-123.181884766","103","1986","47.3166666666667","193.092287261016"
"2686","235","First Nations","54.527038574","-128.670898438","481","1986","47.3166666666667","167.510855164498"
"2687","515","First Nations","49.31661099","-123.088666829","355","1986","47.3166666666667","268.111511576992"
"2688","127","First Nations","48.810424805","-124.671386719","498","1986","47.3166666666667","227.408368447564"
"2689","372","First Nations","55.192993164","-129.221984863","348","1986","47.3166666666667","167.666354008749"
"2690","72","First Nations","51.778808594","-120.979614258","431","1986","47.3166666666667","187.68126435778"
"2691","527","First Nations","49.01361084","-123.786499023","48","1986","47.3166666666667","231.487453503288"
"2692","495","First Nations","50.137023926","-121.571899414","288","1986","47.3166666666667","220.169118943529"
"2693","568","First Nations","49.265808105","-124.84777832","27","1986","47.3166666666667","202.741053520113"
"2694","323","First Nations","45.40802002","-73.674987793","14","1986","54.7583333333333","218.495041194672"
"2695","189","First Nations","48.876587363","-123.692826085","185","1986","47.3166666666667","177.133415336708"
"2696","205","First Nations","48.333435059","-69.399963379","460","1986","52.95","244.454052453084"
"2697","410","First Nations","48.578796387","-124.40826416","268","1986","47.3166666666667","170.897327359401"
"2698","513","First Nations","50.550667597","-119.133367891","528","1986","47.3166666666667","203.74912892374"
"2699","461","First Nations","49.991111111","-122.456944444","323","1986","47.3166666666667","171.454631475868"
"2700","425","First Nations","49.29747","-121.656732","98","1986","47.3166666666667","266.946017113881"
"2701","477","First Nations","49.014174","-122.777581","536","1986","47.3166666666667","168.379671967381"
"2702","472","First Nations","49.245","-121.995","230","1986","47.3166666666667","178.681902182742"
"2703","62","First Nations","50.813888889","-122.083055556","377","1986","47.3166666666667","307.779674053342"
"2704","173","First Nations","55.255","-127.671111111","210","1986","47.3166666666667","274.850705007577"
"2705","577","First Nations","52.475402832","-125.300598145","8","1986","47.3166666666667","192.007982409539"
"2706","349","First Nations","50.528055556","-122.483888889","309","1986","47.3166666666667","170.115682150412"
"2707","184","First Nations","50.733215332","-127.498596191","545","1986","47.3166666666667","174.99885354196"
"2708","264","First Nations","52.955200195","-122.450500488","121","1986","47.3166666666667","179.266261891046"
"2709","423","First Nations","49.468055556","-119.673055556","9","1986","47.3166666666667","169.44158629485"
"2710","538","First Nations","55.483032227","-125.968566895","487","1986","47.3166666666667","258.978100576944"
"2711","263","First Nations","53.090820312","-124.488098145","207","1986","47.3166666666667","167.098407136024"
"2712","398","First Nations","54.038635254","-132.180175781","281","1986","47.3166666666667","174.338116994685"
"2713","541","First Nations","56.245317478","-96.095435139","324","1986","48.9916666666667","229.217551522201"
"2714","611","First Nations","50.986816406","-120.24786377","97","1986","47.3166666666667","169.885034620474"
"2715","158","First Nations","45.892211914","-64.495483398","61","1986","53.6166666666667","258.216050274238"
"2716","143","First Nations","46.585833","-64.985833","296","1986","53.6166666666667","172.567440879131"
"2717","440","First Nations","46.328595491","-72.41895858","300","1986","54.7583333333333","268.931208046245"
"2718","193","First Nations","52.166944444","-128.146944444","213","1986","47.3166666666667","177.009534322716"
"2719","587","First Nations","46.082100621","-60.91523223","513","1986","53.6166666666667","177.795190417753"
"2720","87","First Nations","54.005615234","-125.712585449","313","1986","47.3166666666667","167.572752225107"
"2721","582","First Nations","49.355041504","-120.078308105","533","1986","47.3166666666667","167.279469179117"
"2722","142","First Nations","49.873840332","-126.976196289","380","1986","47.3166666666667","175.746718893442"
"2723","481","First Nations","55.858398437","-92.096069336","100","1986","48.9916666666667","275.615842608648"
"2724","176","First Nations","55.096944444","-127.828888889","559","1986","47.3166666666667","172.268579450803"
"2725","107","First Nations","53.789166667","-78.930555556","366","1986","48.8416666666667","179.020674760715"
"2726","99","First Nations","48.598888889","-78.121111111","5","1986","48.8416666666667","170.926328642014"
"2727","473","First Nations","49.273055556","-121.721111421","542","1986","47.3166666666667","177.77066148774"
"2728","288","First Nations","49.04119873","-123.636779785","182","1986","47.3166666666667","219.308451180965"
"2729","408","First Nations","51.681944444","-127.213888889","272","1986","47.3166666666667","167.069604229098"
"2730","569","First Nations","48.66583252","-123.450866699","143","1986","47.3166666666667","164.934915504126"
"2731","406","First Nations","45.851388889","-66.463611111","452","1986","52.95","167.936145321527"
"2732","180","First Nations","45.0425","-64.236944","315","1986","51.9166666666667","266.094367251118"
"2733","512","First Nations","49.082514978","-121.968964671","333","1986","47.3166666666667","250.532432222574"
"2734","499","First Nations","50.841186523","-120.948791504","408","1986","47.3166666666667","272.507204688048"
"2735","177","First Nations","55.096178378","-128.075998026","66","1986","47.3166666666667","211.494208557641"
"2736","361","First Nations","53.992867019","-125.848692261","86","1986","47.3166666666667","171.615491312301"
"2737","510","First Nations","52.262207031","-122.093383789","360","1986","47.3166666666667","251.367520431974"
"2738","609","First Nations","54.331420898","-125.893493652","220","1986","47.3166666666667","194.391183862713"
"2739","11","First Nations","49.150411515","-121.986881612","362","1986","47.3166666666667","264.947992943515"
"2740","595","First Nations","56.06842041","-95.596496582","275","1986","48.9916666666667","239.967322217435"
"2741","147","First Nations","47.205678093","-65.117289232","141","1986","53.6166666666667","168.014668160398"
"2742","511","First Nations","48.449829102","-123.425476074","418","1986","47.3166666666667","179.411194797501"
"2743","457","First Nations","53.938415527","-124.125305176","547","1986","47.3166666666667","236.777690370572"
"2744","248","First Nations","48.875793457","-64.554870605","463","1986","53.6166666666667","174.658255889885"
"2745","429","First Nations","45.669444444","-62.652777778","448","1986","53.6166666666667","170.80146309222"
"2746","371","First Nations","54.996032715","-129.956970215","169","1986","47.3166666666667","163.74232122514"
"2747","4","First Nations","46.359802246","-62.910766602","318","1986","53.6166666666667","169.033717701038"
"2748","364","First Nations","50.783996582","-119.753967285","450","1986","47.3166666666667","166.191810423185"
"2749","140","First Nations","46.987609863","-65.634216309","562","1986","52.95","242.108635538881"
"2750","444","First Nations","49.396789551","-124.61529541","43","1986","47.3166666666667","178.668420988077"
"2751","443","First Nations","48.950563062","-57.93777515","218","1986","57.9166666666667","175.23167622855"
"2752","578","First Nations","49.443055556","-121.433055556","43","1986","47.3166666666667","189.66880576443"
"2753","546","First Nations","51.481532005","-78.759963618","249","1986","48.8416666666667","321.649851006989"
"2754","131","First Nations","49.755474212","-122.164833005","270","1986","47.3166666666667","167.279673958397"
"2755","16","First Nations","52.138427734","-123.959594727","457","1986","47.3166666666667","273.832643048524"
"2756","44","First Nations","67.020019531","-126.070007324","197","1986","39.8833333333333","266.53934052991"
"2757","101","First Nations","49.811944444","-84.128888889","115","1986","45.7","171.408074556396"
"2758","501","First Nations","53.998413086","-125.879394531","124","1986","47.3166666666667","174.788645200753"
"2759","490","First Nations","49.341846","-121.607881","151","1986","47.3166666666667","173.368112230039"
"2760","8","First Nations","49.280822754","-126.057800293","183","1986","47.3166666666667","171.244839792687"
"2761","185","First Nations","50.923924624","-126.820881738","342","1986","47.3166666666667","175.651901902963"
"2762","535","First Nations","48.386230469","-123.695495605","235","1986","47.3166666666667","171.464520624124"
"2763","484","First Nations","53.518798828","-60.146179199","93","1986","53.6166666666667","262.429170422627"
"2764","629","First Nations","49.133055556","-121.938055556","458","1986","47.3166666666667","168.58137975597"
"2765","75","First Nations","50.018055556","-125.293055556","18","1986","47.3166666666667","199.091346929595"
"2766","409","First Nations","47.532222222","-65.669166667","274","1986","53.6166666666667","236.072930343177"
"2767","523","First Nations","49.297790527","-121.910888672","16","1986","47.3166666666667","200.956933523415"
"2768","31","First Nations","48.938301756","-68.638164685","340","1986","52.95","202.137103178871"
"2769","405","First Nations","50.619628906","-121.319580078","451","1986","47.3166666666667","220.194839500333"
"2770","138","First Nations","52.234169403","-78.518392033","505","1986","48.8416666666667","180.016107920022"
"2771","7","First Nations","50.819030762","-119.734008789","496","1986","47.3166666666667","167.440668435277"
"2772","635","First Nations","51.931030273","-123.145080566","378","1986","47.3166666666667","270.661244730759"
"2773","491","First Nations","49.171111111","-121.998888889","343","1986","47.3166666666667","200.894164917368"
"2774","415","First Nations","48.622802734","-123.457885742","344","1986","47.3166666666667","168.52834176906"
"2775","407","First Nations","49.18515918","-119.532774034","407","1986","47.3166666666667","173.265190696756"
"2776","110","First Nations","53.000164385","-78.811970518","102","1986","48.8416666666667","172.700360533326"
"2777","289","First Nations","50.25604248","-121.591064453","168","1986","47.3166666666667","167.921726694653"
"2778","383","First Nations","49.989624023","-126.941711426","107","1986","47.3166666666667","176.221892339718"
"2779","60","First Nations","49.961791992","-121.483398438","269","1986","47.3166666666667","172.960630056596"
"2780","551","First Nations","50.681030273","-120.297668457","55","1986","47.3166666666667","278.785518533533"
"2781","258","First Nations","46.600664","-63.855921","542","1986","53.6166666666667","175.558083730201"
"2782","301","First Nations","49.106944444","-122.348055556","242","1986","47.3166666666667","225.757135504238"
"2783","422","First Nations","48.971618652","-123.655395508","540","1986","47.3166666666667","228.742277766476"
"2784","85","First Nations","49.18974","-121.784241","403","1986","47.3166666666667","171.723312488121"
"2785","600","First Nations","53.445083861","-89.141571647","474","1986","48.9916666666667","217.611815747207"
"2786","141","First Nations","48.036621094","-66.375793457","469","1986","52.95","163.667597150595"
"2787","298","First Nations","51.656944444","-85.918055556","481","1986","48.9916666666667","179.038779835264"
"2788","327","First Nations","51.220031738","-58.649963379","320","1986","57.9166666666667","168.010315996621"
"2789","236","First Nations","50.12805556","-124.9361111","339","1986","47.3166666666667","199.226437572972"
"2790","267","First Nations","48.012521","-66.697698","336","1986","52.95","173.87068618864"
"2791","552","First Nations","54.653888889","-124.758055556","125","1986","47.3166666666667","240.602599897641"
"2792","109","First Nations","51.700601609","-76.237895908","484","1986","48.8416666666667","170.495410323078"
"2793","100","First Nations","47.902772735","-73.785592138","137","1986","54.7583333333333","177.867113327596"
"2794","355","First Nations","49.254394531","-124.129089355","227","1986","47.3166666666667","327.862729230928"
"2795","240","First Nations","50.693888889","-127.411944444","500","1986","47.3166666666667","176.311647669107"
"2796","359","First Nations","46.856742505","-71.353924374","341","1986","54.7583333333333","185.780433162538"
"2797","283","First Nations","50.138427734","-120.858764648","40","1986","47.3166666666667","182.675661630205"
"2798","212","First Nations","49.678237","-124.958389","302","1986","47.3166666666667","318.109009372194"
"2799","570","First Nations","49.311299025","-122.989068893","420","1986","47.3166666666667","178.472201002623"
"2800","254","First Nations","48.82598877","-124.069580078","142","1986","47.3166666666667","193.434630445843"
"2801","564","First Nations","48.585021973","-123.457275391","550","1986","47.3166666666667","280.6143133877"
"2802","458","First Nations","45.97195093","-66.632675405","136","1986","52.95","171.575463578765"
"2803","274","First Nations","50.876026808","-119.615824096","309","1986","47.3166666666667","166.220697281136"
"2804","284","First Nations","49.033888889","-119.721944444","395","1986","47.3166666666667","264.032754953948"
"2805","521","First Nations","54.061744505","-124.907331563","406","1986","47.3166666666667","244.33349507087"
"2806","206","First Nations","68.410217285","-133.814697266","427","1986","39.8833333333333","257.467051719175"
"2807","505","First Nations","49.176111111","-121.978888889","401","1986","47.3166666666667","253.615861223629"
"2808","13","First Nations","52.207757","-81.684454","388","1986","48.8416666666667","250.565848206878"
"2809","594","First Nations","53.721191406","-89.538879395","368","1986","48.9916666666667","247.746563229275"
"2810","97","First Nations","50.03302002","-120.859680176","520","1986","47.3166666666667","248.52554793509"
"2811","627","First Nations","50.736111111","-121.863888889","6","1986","47.3166666666667","243.453107685991"
"2812","561","First Nations","48.993591309","-125.383789063","90","1986","47.3166666666667","244.979459352631"
"2813","71","First Nations","50.03268","-125.257981","506","1986","47.3166666666667","242.888021044703"
"2814","628","First Nations","51.420227051","-124.098693848","363","1986","47.3166666666667","263.766566286866"
"2815","479","First Nations","50.732566391","-122.22924754","456","1986","47.3166666666667","247.502298732606"
"2816","68","First Nations","54.948889","-95.261111","279","1986","48.9916666666667","249.694713279707"
"2817","150","First Nations","48.445007324","-123.429992676","275","1986","47.3166666666667","241.867959857901"
"2818","178","First Nations","53.773986816","-130.438903809","161","1986","47.3166666666667","245.637429913334"
"2819","260","First Nations","47.218017578","-74.395996094","252","1986","54.7583333333333","250.519786706576"
"2820","230","First Nations","55.348888889","-127.696111111","109","1986","47.3166666666667","242.427917291825"
"2821","374","First Nations","55.197021484","-129.070983887","146","1986","47.3166666666667","247.970703273465"
"2822","312","First Nations","45.331388889","-63.298333333","127","1986","51.9166666666667","246.128240875952"
"2823","354","First Nations","50.596191406","-126.947570801","138","1986","47.3166666666667","256.942612576542"
"2824","243","First Nations","49.163055556","-121.983055556","374","1986","47.3166666666667","243.167747713257"
"2825","218","First Nations","53.613055556","-88.661111111","22","1986","48.9916666666667","244.272390243756"
"2826","257","First Nations","54.551025391","-130.416992188","329","1986","47.3166666666667","240.985273503447"
"2827","502","First Nations","49.136944444","-121.941111111","225","1986","47.3166666666667","245.215028018468"
"2828","581","First Nations","50.143432617","-120.282897949","548","1986","47.3166666666667","246.666417498292"
"2829","102","First Nations","50.423034668","-121.317993164","306","1986","47.3166666666667","249.665551185212"
"2830","474","First Nations","49.477399319","-123.745054627","75","1986","47.3166666666667","243.196976251058"
"2831","197","First Nations","51.113037109","-122.018066406","35","1986","47.3166666666667","247.766385594898"
"2832","563","First Nations","50.885","-121.838055556","421","1986","47.3166666666667","250.469831619189"
"2833","29","First Nations","52.92352","-82.423773","316","1986","48.8416666666667","239.866438306308"
"2834","554","First Nations","49.178039551","-125.911071777","13","1986","47.3166666666667","240.954917438777"
"2835","437","First Nations","45.683837891","-60.76739502","473","1986","53.6166666666667","251.05056722686"
"2836","324","First Nations","45.483481924","-74.130431116","217","1986","54.7583333333333","251.231953968038"
"2837","199","First Nations","49.951938","-125.243754","390","1986","47.3166666666667","172.846715323357"
"2838","537","First Nations","57.909423828","-131.163574219","147","1986","47.3166666666667","178.385341753006"
"2839","246","First Nations","49.23040509","-122.805099874","517","1986","47.3166666666667","283.268528886017"
"2840","245","First Nations","50.588662375","-126.929522977","284","1986","47.3166666666667","164.75005149032"
"2841","497","First Nations","49.941944444","-122.408888889","359","1986","47.3166666666667","229.789864840719"
"2842","179","First Nations","55.308055556","-127.683055556","354","1986","47.3166666666667","193.840689674788"
"2843","340","First Nations","49.684204102","-126.120605469","434","1986","47.3166666666667","269.384525175594"
"2844","326","First Nations","50.132385254","-61.801574707","16","1986","53.6166666666667","202.384871777504"
"2845","514","First Nations","49.661193848","-121.413879395","256","1986","47.3166666666667","245.824074423832"
"2846","295","First Nations","50.594238281","-126.682312012","356","1986","47.3166666666667","223.520291310541"
"2847","583","First Nations","67.576388889","-139.823888889","413","1986","39.8833333333333","175.703291497963"
"2848","148","First Nations","51.788635254","-122.229675293","546","1986","47.3166666666667","196.122285687634"
"2849","384","First Nations","52.376220703","-126.730407715","118","1986","47.3166666666667","165.021608336068"
"2850","2","First Nations","52.574035645","-122.484985352","163","1986","47.3166666666667","168.61432698156"
"2851","186","First Nations","67.44519043","-133.736572266","382","1986","39.8833333333333","233.384380794799"
"2852","214","First Nations","50.089233398","-127.305297852","412","1986","47.3166666666667","258.663052589713"
"2853","69","First Nations","54.238155509","-125.768232123","68","1986","47.3166666666667","175.121546197951"
"2854","471","First Nations","58.7169444","-98.488888","507","1986","48.9916666666667","183.583513525434"
"2855","575","First Nations","49.023803711","-125.040405273","184","1986","47.3166666666667","169.631655398879"
"2856","365","First Nations","49.212777778","-122.917222222","46","1986","47.3166666666667","257.409851870981"
"2857","32","First Nations","56.550322","-61.687865","1188","1987","53.65","269.109181385697"
"2858","16","First Nations","55.457954","-60.211485","556","1987","56.5166666666667","249.409921502619"
"2859","43","First Nations","54.179159","-58.429221","306","1987","56.5166666666667","262.543478150924"
"2860","36","First Nations","54.908564","-59.770497","206","1987","56.5166666666667","258.692287655378"
"2861","31","First Nations","55.09036","-59.176172","561","1987","56.5166666666667","255.642274638628"
"2862","18","First Nations","58.455121","-78.105103","1597","1987","50.7166666666667","252.822989661024"
"2863","21","First Nations","62.416667","-77.916667","370","1987","47.9916666666667","253.601974366839"
"2864","1","First Nations","68.220102","-134.998551","633","1987","44.05","248.529534117741"
"2865","34","First Nations","69.348467","-124.07021","313","1987","44.05","250.05588578438"
"2866","44","First Nations","71.985123","-125.246483","112","1987","44.05","247.964447476452"
"2867","20","First Nations","63.746693","-68.516967","6699","1987","53.65","268.842992718615"
"2868","3","First Nations","73.037575","-85.148031","823","1987","44.05","252.578725164355"
"2869","6","First Nations","64.317604","-96.022001","1872","1987","44.05","254.771139711456"
"2870","8","First Nations","69.108056","-105.138333","1608","1987","44.05","246.94438628965"
"2871","9","First Nations","64.233304","-76.540568","1363","1987","47.9916666666667","250.713856345083"
"2872","10","First Nations","63.346514","-90.736827","313","1987","47.9916666666667","255.596213138325"
"2873","11","First Nations","70.483874","-68.519828","934","1987","56.5166666666667","247.504343723574"
"2874","12","First Nations","64.133739","-83.166893","834","1987","47.9916666666667","253.047129705215"
"2875","14","First Nations","76.395732","-82.79391","130","1987","44.05","251.204667307701"
"2876","15","First Nations","68.772735","-81.235208","546","1987","47.9916666666667","262.019039008291"
"2877","17","First Nations","69.366849","-81.824419","1454","1987","47.9916666666667","248.244174145006"
"2878","26","First Nations","62.847419","-69.869203","455","1987","53.65","249.348816675505"
"2879","28","First Nations","67.815001","-115.136162","1450","1987","44.05","246.061699935196"
"2880","33","First Nations","66.139533","-65.717481","1425","1987","56.5166666666667","250.291454450217"
"2881","35","First Nations","72.700114","-77.958181","1549","1987","44.05","251.742843930041"
"2882","38","First Nations","67.545148","-64.021831","520","1987","56.5166666666667","254.741977616961"
"2883","40","First Nations","62.808913","-92.087741","2266","1987","47.9916666666667","248.273402682807"
"2884","41","First Nations","66.546565","-86.188196","945","1987","47.9916666666667","252.842812026647"
"2885","46","First Nations","56.540775","-79.222418","812","1987","50.7166666666667","255.546258050938"
"2886","53","First Nations","62.242523","-92.601676","407","1987","47.9916666666667","244.942864738058"
"2887","7","First Nations","66.838889","-108.048611","0","1987","44.05","246.031343870527"
"2888","51","First Nations","67.689851","-107.954525","5","1987","44.05","256.126993658609"
"2889","23","First Nations","61.59626","-71.953886","696","1987","57.0833333333333","256.308380399788"
"2890","24","First Nations","60.023415","-70.026235","549","1987","53.65","177.923141755107"
"2891","29","First Nations","58.102996","-68.418839","2375","1987","53.65","183.461768184755"
"2892","30","First Nations","55.27457","-77.763784","657","1987","50.7166666666667","288.344955317767"
"2893","37","First Nations","60.037118","-77.26923","1692","1987","50.7166666666667","169.826477922069"
"2894","39","First Nations","61.041724","-69.639923","376","1987","53.65","234.866291272468"
"2895","45","First Nations","62.201285","-75.646856","1347","1987","57.0833333333333","198.917116106537"
"2896","48","First Nations","58.697407","-69.937393","303","1987","53.65","274.460951607343"
"2897","52","First Nations","56.551953","-76.515001","444","1987","50.7166666666667","207.461298209253"
"2898","2","First Nations","60.817681","-78.144241","615","1987","47.9916666666667","250.900500855581"
"2899","50","First Nations","70.733333","-117.75","402","1987","44.05","228.596717742291"
"2900","42","First Nations","74.697299","-94.829729","214","1987","44.05","180.779717929712"
"2901","4","First Nations","61.095587","-94.07189","2318","1987","47.9916666666667","201.198712119384"
"2902","5","First Nations","59.30574","-69.597489","195","1987","53.65","170.098034767817"
"2903","13","First Nations","68.635556","-95.849722","1279","1987","44.05","173.690753413309"
"2904","22","First Nations","58.711389","-65.992778","874","1987","53.65","238.460807226548"
"2905","27","First Nations","68.534722","-89.825","771","1987","44.05","263.739479021462"
"2906","47","First Nations","69.537378","-93.524968","899","1987","44.05","180.1979726297"
"2907","49","First Nations","69.445358","-133.034181","854","1987","44.05","188.659939957183"
"2908","25","First Nations","60.420298106","-64.831129","0","1987","53.65","174.708081830628"
"2909","19","First Nations","68.354382","-133.690613","3463","1987","44.05","262.486278302731"
"2910","164","First Nations","48.353968","-89.262714","193","1987","47.9916666666667","171.793476645722"
"2911","66","First Nations","49.012444","-95.239622","52","1987","47.9916666666667","231.60109123242"
"2912","393","First Nations","50.434770016","-90.691783627","207","1987","47.9916666666667","326.653667778734"
"2913","250","First Nations","48.38805556","-92.07805556","377","1987","47.9916666666667","203.974976603021"
"2914","291","First Nations","47.362299405","-68.296508276","314","1987","48.8333333333333","283.375383811216"
"2915","356","First Nations","49.403889","-93.893056","51","1987","47.9916666666667","230.3071046992"
"2916","585","First Nations","50.416111","-93.185","292","1987","47.9916666666667","177.108384812864"
"2917","388","First Nations","49.691111111","-94.613888889","300","1987","47.9916666666667","201.463529855574"
"2918","22","First Nations","49.121944444","-94.308055556","357","1987","47.9916666666667","243.652494395305"
"2919","21","First Nations","49.741210937","-94.426944444","489","1987","47.9916666666667","175.106006907405"
"2920","183","First Nations","49.800908","-89.105937","64","1987","47.9916666666667","272.713999684526"
"2921","558","First Nations","46.784080938","-67.695149614","199","1987","48.8333333333333","178.427424358047"
"2922","104","First Nations","48.682921942","-93.413057239","217","1987","47.9916666666667","193.886345899891"
"2923","380","First Nations","49.376111111","-95.021111111","405","1987","47.9916666666667","179.272490487566"
"2924","381","First Nations","49.375","-93.988888889","346","1987","47.9916666666667","172.526857108407"
"2925","321","First Nations","48.713055556","-93.361111111","98","1987","47.9916666666667","185.393460633847"
"2926","624","First Nations","46.109192","-67.57747","554","1987","48.8333333333333","194.595504226042"
"2927","136","First Nations","49.745","-93.055","428","1987","47.9916666666667","172.891090494634"
"2928","446","First Nations","48.655","-93.906944444","561","1987","47.9916666666667","203.52660151726"
"2929","249","First Nations","48.965046882","-90.647195987","429","1987","47.9916666666667","276.58616354971"
"2930","584","First Nations","50.133333","-94.95","159","1987","47.9916666666667","274.962899144751"
"2931","46","First Nations","49.053956465","-94.305554548","497","1987","47.9916666666667","175.720852483923"
"2932","207","First Nations","49.653055556","-95.098055556","438","1987","47.9916666666667","255.357477590777"
"2933","394","First Nations","49.176944444","-93.921111111","503","1987","47.9916666666667","246.159600015963"
"2934","182","First Nations","50.183055556","-94.036944444","99","1987","47.9916666666667","175.451925699847"
"2935","586","First Nations","49.605","-92.523056","462","1987","47.9916666666667","197.836938609584"
"2936","391","First Nations","49.893748992","-94.538129049","369","1987","47.9916666666667","177.296158964479"
"2937","352","First Nations","48.858888889","-93.578888889","376","1987","47.9916666666667","223.215575962289"
"2938","368","First Nations","48.73846477","-92.925954105","319","1987","47.9916666666667","179.048791091351"
"2939","227","First Nations","45.950442","-66.851933","558","1987","48.8333333333333","175.657174162366"
"2940","487","First Nations","49.605561944","-95.132423611","433","1987","47.9916666666667","182.461896148227"
"2941","475","First Nations","48.718888889","-92.428055556","491","1987","47.9916666666667","235.871708475465"
"2942","252","First Nations","50.245","-92.328055556","304","1987","47.9916666666667","199.509922026817"
"2943","504","First Nations","50.187988281","-121.578063965","39","1987","50.3166666666667","172.797244210624"
