Ref_Date,GEO,COMMODITY,Vector,Coordinate,Value
2003,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,89.0
2004,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,87.0
2005,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,87.0
2006,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,87.0
2007,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,87.0
2008,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,86.0
2009,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,87.0
2010,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,87.0
2011,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,83.0
2012,"Montréal, Quebec","Recreation, education and reading",v15939977,6.25,83.0
2007,"Montréal, Quebec",Recreation,v43975176,6.33,98.0
2008,"Montréal, Quebec",Recreation,v43975176,6.33,98.0
2009,"Montréal, Quebec",Recreation,v43975176,6.33,98.0
2010,"Montréal, Quebec",Recreation,v43975176,6.33,98.0
2011,"Montréal, Quebec",Recreation,v43975176,6.33,95.0
2012,"Montréal, Quebec",Recreation,v43975176,6.33,97.0
2007,"Montréal, Quebec",Education and reading,v43975187,6.34,66.0
2008,"Montréal, Quebec",Education and reading,v43975187,6.34,64.0
2009,"Montréal, Quebec",Education and reading,v43975187,6.34,64.0
2010,"Montréal, Quebec",Education and reading,v43975187,6.34,65.0
2011,"Montréal, Quebec",Education and reading,v43975187,6.34,61.0
2012,"Montréal, Quebec",Education and reading,v43975187,6.34,59.0
2000,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,98.0
2001,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,99.0
2002,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,99.0
2003,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,96.0
2004,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,94.0
2005,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,95.0
2006,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,94.0
2007,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,94.0
2008,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,95.0
2009,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,96.0
2010,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,93.0
2011,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,94.0
2012,"Montréal, Quebec",Alcoholic beverages and tobacco products,v15939978,6.26,94.0
2000,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,103.0
2001,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,103.0
2002,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,102.0
2003,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,97.0
2004,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,97.0
2005,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,98.0
2006,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,98.0
2007,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,100.0
2008,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,100.0
2009,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,101.0
2010,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,97.0
2011,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,97.0
2012,"Montréal, Quebec",Alcoholic beverages,v15939979,6.27,97.0
2000,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,93.0
2001,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,96.0
2002,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,96.0
2003,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,95.0
2004,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,92.0
2005,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,92.0
2006,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,90.0
2007,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,85.0
2008,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,87.0
2009,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,88.0
2010,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,87.0
2011,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,88.0
2012,"Montréal, Quebec",Tobacco products and smokers' supplies,v15939980,6.28,87.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,104.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,105.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,102.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,102.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,103.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,102.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",All-items,v15939981,7.1,102.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,105.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,106.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,102.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,102.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,101.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,101.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,98.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,99.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,100.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,100.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,101.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,101.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food,v15939982,7.2,100.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,107.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,108.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,104.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,103.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,103.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,103.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,98.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,99.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,100.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,100.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,102.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,103.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from stores,v15939983,7.3,102.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,106.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,107.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,103.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,103.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,103.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,103.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,102.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,101.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,100.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,100.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,105.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,108.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Meat, poultry and fish",v15939984,7.4,106.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,109.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,110.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,108.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,107.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,105.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,106.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,104.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,104.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,108.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,107.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,105.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,105.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Dairy products and eggs,v15939985,7.5,104.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,102.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,103.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,99.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,99.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,98.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,99.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,92.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,92.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,95.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,93.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,103.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,99.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Bakery and other cereal products,v15939986,7.6,99.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,113.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,113.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,106.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,101.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,104.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,106.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,97.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,96.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,96.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,95.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,96.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,101.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Fruit and vegetables,v15939987,7.7,101.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,104.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,105.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,103.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,106.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,105.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,100.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,97.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,99.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,103.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,104.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,100.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,100.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Other food purchased from stores,v15939988,7.8,102.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,100.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,101.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,98.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,100.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,97.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,97.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,97.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,100.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,101.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,102.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,100.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,96.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Food purchased from restaurants,v15939989,7.9,95.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,106.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,106.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,111.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,107.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,106.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,107.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,107.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,106.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,105.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,105.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,105.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,106.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shelter,v15939990,7.10,105.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,111.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,107.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,107.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,106.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,105.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,109.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,108.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,107.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,108.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,105.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Rented accommodation,v21580964,7.29,105.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,109.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,107.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,105.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,106.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,106.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,104.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,103.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,103.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,101.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,104.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Owned accommodation,v21580965,7.30,103.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,121.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,110.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,109.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,110.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,115.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,109.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,108.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,110.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,116.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,116.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Water, fuel and electricity",v21580966,7.31,113.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,103.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,104.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,111.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,108.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,105.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,105.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,103.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,104.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,104.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,105.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,105.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,102.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Household operations, furnishings and equipment",v15939991,7.11,103.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,104.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,105.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,117.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,112.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,107.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,108.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,105.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,105.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,106.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,107.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,107.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,103.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household operations,v15939992,7.12,104.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,102.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,100.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,101.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Household furnishings and equipment,v15939993,7.13,100.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,101.0
2001,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,100.0
2002,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,101.0
2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,101.0
2004,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,101.0
2005,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2006,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2007,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2008,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2009,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2010,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2011,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,102.0
2012,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Clothing and footwear,v15939994,7.14,101.0
2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Transportation,v15939995,7.15,97.0
