Ref_Date,GEO,COMMODITY,Vector,Coordinate,Value
2006,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,100.0
2007,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,100.0
2008,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,101.0
2009,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,101.0
2010,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,101.0
2011,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,102.0
2012,"Saint John, New Brunswick",Food purchased from stores,v15939927,5.3,105.0
2000,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,104.0
2001,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,100.0
2002,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,103.0
2003,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,105.0
2004,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,109.0
2005,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,107.0
2006,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,99.0
2007,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,102.0
2008,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,102.0
2009,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,101.0
2010,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,102.0
2011,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,104.0
2012,"Saint John, New Brunswick","Meat, poultry and fish",v15939928,5.4,106.0
2000,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,106.0
2001,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,105.0
2002,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,100.0
2003,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,100.0
2004,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,101.0
2005,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,101.0
2006,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,101.0
2007,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,101.0
2008,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,93.0
2009,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,91.0
2010,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,95.0
2011,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,97.0
2012,"Saint John, New Brunswick",Dairy products and eggs,v15939929,5.5,98.0
2000,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,101.0
2001,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,100.0
2002,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,108.0
2003,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,106.0
2004,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,101.0
2005,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,103.0
2006,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,97.0
2007,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,97.0
2008,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,100.0
2009,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,99.0
2010,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,95.0
2011,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,101.0
2012,"Saint John, New Brunswick",Bakery and other cereal products,v15939930,5.6,101.0
2000,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,113.0
2001,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,111.0
2002,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,106.0
2003,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,105.0
2004,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,107.0
2005,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,109.0
2006,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,108.0
2007,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,106.0
2008,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,108.0
2009,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,107.0
2010,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,112.0
2011,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,112.0
2012,"Saint John, New Brunswick",Fruit and vegetables,v15939931,5.7,119.0
2000,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,105.0
2001,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,100.0
2002,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,101.0
2003,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,101.0
2004,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,95.0
2005,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,96.0
2006,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,96.0
2007,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,96.0
2008,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,103.0
2009,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,103.0
2010,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,100.0
2011,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,97.0
2012,"Saint John, New Brunswick",Other food purchased from stores,v15939932,5.8,99.0
2000,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,93.0
2001,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,92.0
2002,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,95.0
2003,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,92.0
2004,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,89.0
2005,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,90.0
2006,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,86.0
2007,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,99.0
2008,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,98.0
2009,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,100.0
2010,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,103.0
2011,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,97.0
2012,"Saint John, New Brunswick",Food purchased from restaurants,v15939933,5.9,99.0
2000,"Saint John, New Brunswick",Shelter,v15939934,5.10,83.0
2001,"Saint John, New Brunswick",Shelter,v15939934,5.10,79.0
2002,"Saint John, New Brunswick",Shelter,v15939934,5.10,78.0
2003,"Saint John, New Brunswick",Shelter,v15939934,5.10,74.0
2004,"Saint John, New Brunswick",Shelter,v15939934,5.10,76.0
2005,"Saint John, New Brunswick",Shelter,v15939934,5.10,77.0
2006,"Saint John, New Brunswick",Shelter,v15939934,5.10,77.0
2007,"Saint John, New Brunswick",Shelter,v15939934,5.10,85.0
2008,"Saint John, New Brunswick",Shelter,v15939934,5.10,79.0
2009,"Saint John, New Brunswick",Shelter,v15939934,5.10,81.0
2010,"Saint John, New Brunswick",Shelter,v15939934,5.10,78.0
2011,"Saint John, New Brunswick",Shelter,v15939934,5.10,77.0
2012,"Saint John, New Brunswick",Shelter,v15939934,5.10,76.0
2002,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,70.0
2003,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,67.0
2004,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,69.0
2005,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,69.0
2006,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,68.0
2007,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,76.0
2008,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,76.0
2009,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,71.0
2010,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,76.0
2011,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,67.0
2012,"Saint John, New Brunswick",Rented accommodation,v21580958,5.29,64.0
2002,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,75.0
2003,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,69.0
2004,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,73.0
2005,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,74.0
2006,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,76.0
2007,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,81.0
2008,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,73.0
2009,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,75.0
2010,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,66.0
2011,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,69.0
2012,"Saint John, New Brunswick",Owned accommodation,v21580959,5.30,68.0
2002,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,102.0
2003,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,104.0
2004,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,98.0
2005,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,100.0
2006,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,96.0
2007,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,115.0
2008,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,108.0
2009,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,122.0
2010,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,128.0
2011,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,136.0
2012,"Saint John, New Brunswick","Water, fuel and electricity",v21580960,5.31,136.0
2000,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,98.0
2001,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,98.0
2002,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,100.0
2003,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,99.0
2004,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,98.0
2005,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,95.0
2006,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,101.0
2007,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,103.0
2008,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,103.0
2009,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,103.0
2010,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,99.0
2011,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,101.0
2012,"Saint John, New Brunswick","Household operations, furnishings and equipment",v15939935,5.11,99.0
2000,"Saint John, New Brunswick",Household operations,v15939936,5.12,97.0
2001,"Saint John, New Brunswick",Household operations,v15939936,5.12,97.0
2002,"Saint John, New Brunswick",Household operations,v15939936,5.12,99.0
2003,"Saint John, New Brunswick",Household operations,v15939936,5.12,98.0
2004,"Saint John, New Brunswick",Household operations,v15939936,5.12,96.0
2005,"Saint John, New Brunswick",Household operations,v15939936,5.12,95.0
2006,"Saint John, New Brunswick",Household operations,v15939936,5.12,101.0
2007,"Saint John, New Brunswick",Household operations,v15939936,5.12,104.0
2008,"Saint John, New Brunswick",Household operations,v15939936,5.12,104.0
2009,"Saint John, New Brunswick",Household operations,v15939936,5.12,103.0
2010,"Saint John, New Brunswick",Household operations,v15939936,5.12,98.0
2011,"Saint John, New Brunswick",Household operations,v15939936,5.12,101.0
2012,"Saint John, New Brunswick",Household operations,v15939936,5.12,98.0
2000,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,100.0
2001,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2002,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2003,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2004,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2005,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,95.0
2006,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2007,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2008,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2009,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,104.0
2010,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2011,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,101.0
2012,"Saint John, New Brunswick",Household furnishings and equipment,v15939937,5.13,100.0
2000,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,101.0
2001,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,102.0
2002,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,101.0
2003,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,102.0
2004,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,100.0
2005,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,99.0
2006,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,101.0
2007,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,101.0
2008,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,100.0
2009,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,106.0
2010,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,101.0
2011,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,101.0
2012,"Saint John, New Brunswick",Clothing and footwear,v15939938,5.14,100.0
2000,"Saint John, New Brunswick",Transportation,v15939939,5.15,96.0
2001,"Saint John, New Brunswick",Transportation,v15939939,5.15,94.0
2002,"Saint John, New Brunswick",Transportation,v15939939,5.15,100.0
2003,"Saint John, New Brunswick",Transportation,v15939939,5.15,98.0
2004,"Saint John, New Brunswick",Transportation,v15939939,5.15,103.0
2005,"Saint John, New Brunswick",Transportation,v15939939,5.15,103.0
2006,"Saint John, New Brunswick",Transportation,v15939939,5.15,96.0
2007,"Saint John, New Brunswick",Transportation,v15939939,5.15,95.0
2008,"Saint John, New Brunswick",Transportation,v15939939,5.15,98.0
2009,"Saint John, New Brunswick",Transportation,v15939939,5.15,96.0
2010,"Saint John, New Brunswick",Transportation,v15939939,5.15,95.0
2011,"Saint John, New Brunswick",Transportation,v15939939,5.15,97.0
2012,"Saint John, New Brunswick",Transportation,v15939939,5.15,98.0
2000,"Saint John, New Brunswick",Private transportation,v15939940,5.16,96.0
2001,"Saint John, New Brunswick",Private transportation,v15939940,5.16,95.0
2002,"Saint John, New Brunswick",Private transportation,v15939940,5.16,96.0
2003,"Saint John, New Brunswick",Private transportation,v15939940,5.16,96.0
2004,"Saint John, New Brunswick",Private transportation,v15939940,5.16,99.0
2005,"Saint John, New Brunswick",Private transportation,v15939940,5.16,99.0
2006,"Saint John, New Brunswick",Private transportation,v15939940,5.16,94.0
2007,"Saint John, New Brunswick",Private transportation,v15939940,5.16,94.0
